"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0098656","GO:0098656","anion transmembrane transport","8/541","77/10683",0.0403902209122226,0.0403902209122226,0.219424152632254,"ort/NaPi-T/JhI-21/MRP/SecCl/ClC-a/Ndae1/pHCl-1",8
"GO:0051094","GO:0051094","positive regulation of developmental process","18/541","228/10683",0.0410714804871134,0.0410714804871134,0.222582283802617,"fz/pk/tsl/hid/pros/N/ey/klu/gbb/erm/sNPF/pyr/CG10257/Hr51/Orcokinin/Ilp2/dl/Fhos",18
"GO:0007455","GO:0007455","eye-antennal disc morphogenesis","5/541","38/10683",0.0413084359370136,0.0413084359370136,0.223323072158204,"Poxn/ptc/hid/N/ey",5
"GO:0072507","GO:0072507","divalent inorganic cation homeostasis","7/541","64/10683",0.0421836315223442,0.0421836315223442,0.2275023940392,"Nmdar1/Dop1R1/Oamb/Trpgamma/MCU/Trpm/Dop1R2",7
"GO:0035282","GO:0035282","segmentation","18/541","229/10683",0.0425732079663075,0.0425732079663075,0.229048838181304,"arr/D/fz/grk/gt/hth/kn/tsl/N/apt/SoxN/mon2/tej/danr/dlp/vvl/TfAP-2/rdx",18
"GO:0008306","GO:0008306","associative learning","6/541","51/10683",0.0428561211289088,0.0428561211289088,0.229462429931101,"rut/Nmdar1/Dop1R1/Oamb/Dysb/Krn",6
"GO:0061138","GO:0061138","morphogenesis of a branching epithelium","6/541","51/10683",0.0428561211289088,0.0428561211289088,0.229462429931101,"ed/ttk/hdc/trn/caps/form3",6
"GO:0045664","GO:0045664","regulation of neuron differentiation","8/541","78/10683",0.0431028062662042,0.0431028062662042,0.23022980704099,"ed/hth/ttk/pros/N/sv/hdc/erm",8
"GO:0002065","GO:0002065","columnar/cuboidal epithelial cell differentiation","3/541","16/10683",0.04420457030009,0.04420457030009,0.231861352398678,"fkh/numb/ttk",3
"GO:0050878","GO:0050878","regulation of body fluid levels","3/541","16/10683",0.04420457030009,0.04420457030009,0.231861352398678,"Dh31/PPO2/ClC-a",3
"GO:0050920","GO:0050920","regulation of chemotaxis","4/541","27/10683",0.0452675305475718,0.0452675305475718,0.231861352398678,"fz/pk/NetB/Hr51",4
"GO:0070286","GO:0070286","axonemal dynein complex assembly","4/541","27/10683",0.0452675305475718,0.0452675305475718,0.231861352398678,"tilB/CG15701/CCDC151/HEATR2",4
"GO:0002218","GO:0002218","activation of innate immune response","2/541","7/10683",0.0453738913906518,0.0453738913906518,0.231861352398678,"Mmp2/Toll-7",2
"GO:0002224","GO:0002224","toll-like receptor signaling pathway","2/541","7/10683",0.0453738913906518,0.0453738913906518,0.231861352398678,"Tl/Sarm",2
"GO:0016330","GO:0016330","second mitotic wave involved in compound eye morphogenesis","2/541","7/10683",0.0453738913906518,0.0453738913906518,0.231861352398678,"kay/N",2
"GO:0019228","GO:0019228","neuronal action potential","2/541","7/10683",0.0453738913906518,0.0453738913906518,0.231861352398678,"SecCl/Ca-alpha1T",2
"GO:0021675","GO:0021675","nerve development","2/541","7/10683",0.0453738913906518,0.0453738913906518,0.231861352398678,"pros/erm",2
"GO:0023058","GO:0023058","adaptation of signaling pathway","2/541","7/10683",0.0453738913906518,0.0453738913906518,0.231861352398678,"inaC/CG32683",2
"GO:0035001","GO:0035001","dorsal trunk growth, open tracheal system","2/541","7/10683",0.0453738913906518,0.0453738913906518,0.231861352398678,"ttk/verm",2
"GO:0035169","GO:0035169","lymph gland plasmatocyte differentiation","2/541","7/10683",0.0453738913906518,0.0453738913906518,0.231861352398678,"ush/pyr",2
"GO:0042694","GO:0042694","muscle cell fate specification","2/541","7/10683",0.0453738913906518,0.0453738913906518,0.231861352398678,"kn/numb",2
"GO:0048854","GO:0048854","brain morphogenesis","2/541","7/10683",0.0453738913906518,0.0453738913906518,0.231861352398678,"ey/toy",2
"GO:0060573","GO:0060573","cell fate specification involved in pattern specification","2/541","7/10683",0.0453738913906518,0.0453738913906518,0.231861352398678,"tup/rho",2
"GO:0072578","GO:0072578","neurotransmitter-gated ion channel clustering","2/541","7/10683",0.0453738913906518,0.0453738913906518,0.231861352398678,"Fur1/Neto",2
"GO:0090317","GO:0090317","negative regulation of intracellular protein transport","2/541","7/10683",0.0453738913906518,0.0453738913906518,0.231861352398678,"rho/rdx",2
"GO:0009152","GO:0009152","purine ribonucleotide biosynthetic process","9/541","93/10683",0.04545224456734,0.04545224456734,0.231861352398678,"rut/Gycbeta100B/CG7024/ATPsynCF6L/CG10738/Gyc88E/CG34357/Ppcs/CG43373",9
"GO:0007427","GO:0007427","epithelial cell migration, open tracheal system","5/541","39/10683",0.0454901892477842,0.0454901892477842,0.231861352398678,"sr/ptc/ple/apt/dlp",5
"GO:0014016","GO:0014016","neuroblast differentiation","5/541","39/10683",0.0454901892477842,0.0454901892477842,0.231861352398678,"D/numb/pros/N/klu",5
"GO:0009792","GO:0009792","embryo development ending in birth or egg hatching","14/541","168/10683",0.0457984867783336,0.0457984867783336,0.232899778954468,"ed/kay/kn/sr/Btk29A/tup/ush/hid/rho/N/jumu/sns/gbb/scyl",14
"GO:0001763","GO:0001763","morphogenesis of a branching structure","6/541","52/10683",0.0464638942721744,0.0464638942721744,0.235745354945261,"ed/ttk/hdc/trn/caps/form3",6
"GO:1901699","GO:1901699","cellular response to nitrogen compound","11/541","123/10683",0.0471778869636032,0.0471778869636032,0.238823944533455,"fkh/Galphaf/Dop1R1/melt/JhI-21/CG15399/Ilp2/TyrR/Ilp7/Tl/Dop1R2",11
"GO:0006812","GO:0006812","cation transport","26/541","364/10683",0.0480630219584072,0.0480630219584072,0.242483470734981,"nAChRalpha1/eag/GluRIA/JhI-21/SK/CG13796/nAChRalpha6/Trpgamma/Irk3/CG6723/ChT/CG4743/ppk30/MCU/CG31262/Shawl/nAChRalpha7/Ndae1/CG42340/Sytbeta/Ca-Ma2d/GluRIB/Ca-alpha1T/ppk18/Trpm/Neto",26
"GO:0060560","GO:0060560","developmental growth involved in morphogenesis","9/541","94/10683",0.0481185299440542,0.0481185299440542,0.242483470734981,"arr/fz/kay/pk/rut/ttk/Dscam1/Hr51/verm",9
"GO:2000026","GO:2000026","regulation of multicellular organismal development","20/541","265/10683",0.0483581911439089,0.0483581911439089,0.24314110124869,"ed/fz/kn/numb/pk/tsl/ttk/pros/N/hdc/Spn/klu/gbb/SoxN/erm/pyr/CG10257/Hr51/Octbeta1R/kibra",20
"GO:0050954","GO:0050954","sensory perception of mechanical stimulus","8/541","80/10683",0.0488823776373979,0.0488823776373979,0.245223117782679,"Nmdar1/tilB/Dscam1/CAP/sosie/HEATR2/stops/rdgA",8
"GO:0003013","GO:0003013","circulatory system process","5/541","40/10683",0.0499152102821578,0.0499152102821578,0.248253094527713,"eag/Crz/vri/AstC/Proc",5
"GO:0003015","GO:0003015","heart process","5/541","40/10683",0.0499152102821578,0.0499152102821578,0.248253094527713,"eag/Crz/vri/AstC/Proc",5
"GO:0060180","GO:0060180","female mating behavior","5/541","40/10683",0.0499152102821578,0.0499152102821578,0.248253094527713,"Acp36DE/Ilp2/lectin-46Cb/lectin-46Ca/mbl",5
"GO:0048878","GO:0048878","chemical homeostasis","20/541","266/10683",0.0499321914135136,0.0499321914135136,0.248253094527713,"MtnA/ptc/ey/Nmdar1/Dop1R1/Oamb/JhI-21/CG17841/Trpgamma/Ilp2/MCU/ClC-a/NLaz/LpR1/Ndae1/Jabba/Pdfr/Ppcs/Trpm/Dop1R2",20
"GO:0008587","GO:0008587","imaginal disc-derived wing margin morphogenesis","6/541","53/10683",0.0502545987715194,0.0502545987715194,0.249299568633302,"arr/fz/mew/N/heph/dlp",6
"GO:0019236","GO:0019236","response to pheromone","4/541","28/10683",0.0507780968499235,0.0507780968499235,0.250779444356257,"Obp56a/Snmp2/Orco/Tk",4
"GO:0046716","GO:0046716","muscle cell cellular homeostasis","4/541","28/10683",0.0507780968499235,0.0507780968499235,0.250779444356257,"N/nAChRalpha6/mbl/Fhos",4
"GO:0040040","GO:0040040","thermosensory behavior","3/541","17/10683",0.0517197574736659,0.0517197574736659,0.251526101618655,"Ddc/ple/Dop1R1",3
"GO:0071867","GO:0071867","response to monoamine","3/541","17/10683",0.0517197574736659,0.0517197574736659,0.251526101618655,"Galphaf/Dop1R1/Dop1R2",3
"GO:0071868","GO:0071868","cellular response to monoamine stimulus","3/541","17/10683",0.0517197574736659,0.0517197574736659,0.251526101618655,"Galphaf/Dop1R1/Dop1R2",3
"GO:0071869","GO:0071869","response to catecholamine","3/541","17/10683",0.0517197574736659,0.0517197574736659,0.251526101618655,"Galphaf/Dop1R1/Dop1R2",3
"GO:0071870","GO:0071870","cellular response to catecholamine stimulus","3/541","17/10683",0.0517197574736659,0.0517197574736659,0.251526101618655,"Galphaf/Dop1R1/Dop1R2",3
"GO:1903350","GO:1903350","response to dopamine","3/541","17/10683",0.0517197574736659,0.0517197574736659,0.251526101618655,"Galphaf/Dop1R1/Dop1R2",3
"GO:1903351","GO:1903351","cellular response to dopamine","3/541","17/10683",0.0517197574736659,0.0517197574736659,0.251526101618655,"Galphaf/Dop1R1/Dop1R2",3
"GO:0009266","GO:0009266","response to temperature stimulus","11/541","125/10683",0.0519453056218536,0.0519453056218536,0.252072621708158,"Ddc/ort/rut/ple/Dop1R1/Hsp70Ba/tilB/eys/Dh31/rdgA/rdgC",11
"GO:2000177","GO:2000177","regulation of neural precursor cell proliferation","6/541","54/10683",0.05422951171799,0.05422951171799,0.262585004108162,"numb/pros/N/klu/SoxN/erm",6
"GO:0072522","GO:0072522","purine-containing compound biosynthetic process","10/541","111/10683",0.0544786436812629,0.0544786436812629,0.262590319041486,"rut/Gycbeta100B/CG7024/ATPsynCF6L/CG10738/Adgf-B/Gyc88E/CG34357/Ppcs/CG43373",10
"GO:0007443","GO:0007443","Malpighian tubule morphogenesis","5/541","41/10683",0.0545842872544413,0.0545842872544413,0.262590319041486,"fkh/rho/N/byn/trh",5
"GO:0061333","GO:0061333","renal tubule morphogenesis","5/541","41/10683",0.0545842872544413,0.0545842872544413,0.262590319041486,"fkh/rho/N/byn/trh",5
"GO:0007480","GO:0007480","imaginal disc-derived leg morphogenesis","7/541","68/10683",0.0555396760223239,0.0555396760223239,0.266610604499177,"hth/Poxn/N/GEFmeso/CG42674/TfAP-2/rn",7
"GO:0045229","GO:0045229","external encapsulating structure organization","12/541","142/10683",0.0562908343271423,0.0562908343271423,0.269251136528891,"ed/grk/ttk/N/Pxn/Mcm6/Mmp2/CG5455/nolo/CG42342/mfas/Ppcs",12
"GO:0051090","GO:0051090","regulation of DNA-binding transcription factor activity","4/541","29/10683",0.0566388776128385,0.0566388776128385,0.269251136528891,"tup/ush/pros/melt",4
"GO:0030155","GO:0030155","regulation of cell adhesion","6/541","55/10683",0.0583895391539235,0.0583895391539235,0.269251136528891,"Ten-m/N/Ret/Sema2b/Zasp52/Fhos",6
"GO:0002067","GO:0002067","glandular epithelial cell differentiation","2/541","8/10683",0.0585074066994254,0.0585074066994254,0.269251136528891,"numb/ttk",2
"GO:0002253","GO:0002253","activation of immune response","2/541","8/10683",0.0585074066994254,0.0585074066994254,0.269251136528891,"Mmp2/Toll-7",2
"GO:0007187","GO:0007187","G protein-coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger","2/541","8/10683",0.0585074066994254,0.0585074066994254,0.269251136528891,"Dop1R1/Oamb",2
"GO:0007503","GO:0007503","fat body development","2/541","8/10683",0.0585074066994254,0.0585074066994254,0.269251136528891,"gbb/Mmp2",2
"GO:0007523","GO:0007523","larval visceral muscle development","2/541","8/10683",0.0585074066994254,0.0585074066994254,0.269251136528891,"sns/pyr",2
"GO:0010469","GO:0010469","regulation of signaling receptor activity","2/541","8/10683",0.0585074066994254,0.0585074066994254,0.269251136528891,"kek1/Neto",2
"GO:0030540","GO:0030540","female genitalia development","2/541","8/10683",0.0585074066994254,0.0585074066994254,0.269251136528891,"ken/otk2",2
"GO:0030728","GO:0030728","ovulation","2/541","8/10683",0.0585074066994254,0.0585074066994254,0.269251136528891,"Oamb/Mmp2",2
"GO:0035288","GO:0035288","anterior head segmentation","2/541","8/10683",0.0585074066994254,0.0585074066994254,0.269251136528891,"hth/kn",2
"GO:0035567","GO:0035567","non-canonical Wnt signaling pathway","2/541","8/10683",0.0585074066994254,0.0585074066994254,0.269251136528891,"fz/Wnt4",2
"GO:0035883","GO:0035883","enteroendocrine cell differentiation","2/541","8/10683",0.0585074066994254,0.0585074066994254,0.269251136528891,"numb/ttk",2
"GO:0042685","GO:0042685","cardioblast cell fate specification","2/541","8/10683",0.0585074066994254,0.0585074066994254,0.269251136528891,"fz/N",2
"GO:0048562","GO:0048562","embryonic organ morphogenesis","2/541","8/10683",0.0585074066994254,0.0585074066994254,0.269251136528891,"gbb/Mmp2",2
"GO:0072175","GO:0072175","epithelial tube formation","2/541","8/10683",0.0585074066994254,0.0585074066994254,0.269251136528891,"Mmp2/trh",2
"GO:0097065","GO:0097065","anterior head development","2/541","8/10683",0.0585074066994254,0.0585074066994254,0.269251136528891,"hth/kn",2
"GO:0110118","GO:0110118","negative regulation of compound eye photoreceptor cell differentiation","2/541","8/10683",0.0585074066994254,0.0585074066994254,0.269251136528891,"ed/ttk",2
"GO:1901216","GO:1901216","positive regulation of neuron death","2/541","8/10683",0.0585074066994254,0.0585074066994254,0.269251136528891,"N/Dop1R2",2
"GO:0022410","GO:0022410","circadian sleep/wake cycle process","5/541","42/10683",0.0594975411316281,0.0594975411316281,0.269661975309104,"Oamb/cry/Dh31/TfAP-2/Dop1R2",5
"GO:0030307","GO:0030307","positive regulation of cell growth","5/541","42/10683",0.0594975411316281,0.0594975411316281,0.269661975309104,"fz/pk/ey/Hr51/Ilp2",5
"GO:0051302","GO:0051302","regulation of cell division","5/541","42/10683",0.0594975411316281,0.0594975411316281,0.269661975309104,"numb/N/klu/jumu/rdo",5
"GO:0007390","GO:0007390","germ-band shortening","3/541","18/10683",0.0598073558660504,0.0598073558660504,0.269661975309104,"sr/tup/ush",3
"GO:0035249","GO:0035249","synaptic transmission, glutamatergic","3/541","18/10683",0.0598073558660504,0.0598073558660504,0.269661975309104,"mGluR/Dysb/CG34402",3
"GO:0048803","GO:0048803","imaginal disc-derived male genitalia morphogenesis","3/541","18/10683",0.0598073558660504,0.0598073558660504,0.269661975309104,"N/Myo31DF/otk2",3
"GO:0048808","GO:0048808","male genitalia morphogenesis","3/541","18/10683",0.0598073558660504,0.0598073558660504,0.269661975309104,"N/Myo31DF/otk2",3
"GO:0051259","GO:0051259","protein complex oligomerization","3/541","18/10683",0.0598073558660504,0.0598073558660504,0.269661975309104,"twz/Shawl/Trpm",3
"GO:0070593","GO:0070593","dendrite self-avoidance","3/541","18/10683",0.0598073558660504,0.0598073558660504,0.269661975309104,"Dscam1/Dscam3/Sema2b",3
"GO:0090598","GO:0090598","male anatomical structure morphogenesis","3/541","18/10683",0.0598073558660504,0.0598073558660504,0.269661975309104,"N/Myo31DF/otk2",3
"GO:0002225","GO:0002225","positive regulation of antimicrobial peptide production","6/541","56/10683",0.0627352177954332,0.0627352177954332,0.279422796066031,"kay/ush/Toll-7/vvl/dl/Tl",6
"GO:0002699","GO:0002699","positive regulation of immune effector process","6/541","56/10683",0.0627352177954332,0.0627352177954332,0.279422796066031,"kay/ush/Toll-7/vvl/dl/Tl",6
"GO:0002702","GO:0002702","positive regulation of production of molecular mediator of immune response","6/541","56/10683",0.0627352177954332,0.0627352177954332,0.279422796066031,"kay/ush/Toll-7/vvl/dl/Tl",6
"GO:0019722","GO:0019722","calcium-mediated signaling","4/541","30/10683",0.0628464127039343,0.0628464127039343,0.279422796066031,"inaC/Spn/Pdfr/rdgC",4
"GO:0006164","GO:0006164","purine nucleotide biosynthetic process","9/541","99/10683",0.0629934722730235,0.0629934722730235,0.279422796066031,"rut/Gycbeta100B/CG7024/ATPsynCF6L/CG10738/Gyc88E/CG34357/Ppcs/CG43373",9
"GO:0051254","GO:0051254","positive regulation of RNA metabolic process","31/541","460/10683",0.0630460231064666,0.0630460231064666,0.279422796066031,"bi/D/fkh/tj/hth/kay/kn/ttk/tup/ush/pros/N/sim/ey/sv/byn/apt/toy/SoxN/Hr51/e(y)2b/Sox21b/CG31008/vvl/dl/TfAP-2/trh/CG9932/Tl/Tet/rgr",31
"GO:0016331","GO:0016331","morphogenesis of embryonic epithelium","10/541","114/10683",0.0630604153948646,0.0630604153948646,0.279422796066031,"ed/kay/Btk29A/tup/rho/N/Lac/jumu/gbb/Mmp2",10
"GO:0007419","GO:0007419","ventral cord development","7/541","70/10683",0.0631012207467641,0.0631012207467641,0.279422796066031,"kn/sim/Psc/gbb/Dscam1/Mmp2/nolo",7
"GO:0045475","GO:0045475","locomotor rhythm","7/541","70/10683",0.0631012207467641,0.0631012207467641,0.279422796066031,"kay/vri/cry/Hr51/Ilp2/Pdfr/cu",7
"GO:0007528","GO:0007528","neuromuscular junction development","14/541","177/10683",0.0652306257361591,0.0652306257361591,0.288279039385365,"kay/rut/Ten-m/mGluR/gbb/cmpy/Octbeta1R/DIP-gamma/dlp/metro/DIP-kappa/dpr11/Neto/stai",14
"GO:0050778","GO:0050778","positive regulation of immune response","9/541","100/10683",0.0662830223249039,0.0662830223249039,0.2923499223335,"kay/ush/RluA-2/Mmp2/Toll-7/vvl/dl/kug/Tl",9
"GO:0002760","GO:0002760","positive regulation of antimicrobial humoral response","6/541","57/10683",0.067266718164649,0.067266718164649,0.294357099858127,"kay/ush/Toll-7/vvl/dl/Tl",6
"GO:0002922","GO:0002922","positive regulation of humoral immune response","6/541","57/10683",0.067266718164649,0.067266718164649,0.294357099858127,"kay/ush/Toll-7/vvl/dl/Tl",6
"GO:0007474","GO:0007474","imaginal disc-derived wing vein specification","6/541","57/10683",0.067266718164649,0.067266718164649,0.294357099858127,"grk/kn/rho/N/gbb/GEFmeso",6
"GO:0017145","GO:0017145","stem cell division","6/541","57/10683",0.067266718164649,0.067266718164649,0.294357099858127,"N/msi/klu/SoYb/tut/rdo",6
"GO:0007406","GO:0007406","negative regulation of neuroblast proliferation","3/541","19/10683",0.0684469243174932,0.0684469243174932,0.294886881514437,"numb/pros/erm",3
"GO:0010002","GO:0010002","cardioblast differentiation","3/541","19/10683",0.0684469243174932,0.0684469243174932,0.294886881514437,"fz/N/pyr",3
"GO:0035126","GO:0035126","post-embryonic genitalia morphogenesis","3/541","19/10683",0.0684469243174932,0.0684469243174932,0.294886881514437,"N/Myo31DF/otk2",3
"GO:0035223","GO:0035223","leg disc pattern formation","3/541","19/10683",0.0684469243174932,0.0684469243174932,0.294886881514437,"arr/rho/dac",3
"GO:0048678","GO:0048678","response to axon injury","3/541","19/10683",0.0684469243174932,0.0684469243174932,0.294886881514437,"kay/Hr51/Sarm",3
"GO:0048805","GO:0048805","imaginal disc-derived genitalia morphogenesis","3/541","19/10683",0.0684469243174932,0.0684469243174932,0.294886881514437,"N/Myo31DF/otk2",3
"GO:1905954","GO:1905954","positive regulation of lipid localization","3/541","19/10683",0.0684469243174932,0.0684469243174932,0.294886881514437,"FarO/CG17597/LpR2",3
"GO:2000178","GO:2000178","negative regulation of neural precursor cell proliferation","3/541","19/10683",0.0684469243174932,0.0684469243174932,0.294886881514437,"numb/pros/erm",3
"GO:0007591","GO:0007591","molting cycle, chitin-based cuticle","8/541","86/10683",0.0691391529293246,0.0691391529293246,0.296721321566679,"Ddc/fz/rut/ple/SoxN/CCAP-R/verm/Cht6",8
"GO:0042303","GO:0042303","molting cycle","8/541","86/10683",0.0691391529293246,0.0691391529293246,0.296721321566679,"Ddc/fz/rut/ple/SoxN/CCAP-R/verm/Cht6",8
"GO:0009260","GO:0009260","ribonucleotide biosynthetic process","9/541","101/10683",0.0696788774053905,0.0696788774053905,0.297360918280187,"rut/Gycbeta100B/CG7024/ATPsynCF6L/CG10738/Gyc88E/CG34357/Ppcs/CG43373",9
